,Instance,n_N,n_B,Gap,Runtime,Time_Prepro,NodeCount,ObjVal,Runtime_h,ObjVal_h
26,6.0,20.0,35.0,0.0,1804.33767080307,15.983942031860352,46212.0,397.69913035414464,,
27,7.0,20.0,38.0,0.0,244.919291973114,19.56391191482544,10773.0,476.5102090037531,,
28,8.0,20.0,39.0,0.0,612.1826260089874,20.678502082824707,18626.0,517.0330828613621,,
29,9.0,20.0,35.0,8.991956070630433e-05,3203.763221025467,16.4652578830719,76839.0,425.27727013147876,,
30,0.0,30.0,52.0,0.0,315.55614614486694,55.93590188026428,7181.0,639.900270662382,,
31,1.0,30.0,58.0,0.0047217717155765004,3601.9450829029083,72.48027181625366,103164.0,588.2004689351847,,
32,2.0,30.0,49.0,0.0,1458.3145308494568,49.006474018096924,72000.0,599.0400902670888,,
33,3.0,30.0,54.0,0.008646318712062565,3601.583904981613,59.90529823303223,107681.0,590.5361670802681,,
34,4.0,30.0,53.0,0.004760355601150539,3601.545203924179,57.610620975494385,143296.0,577.3035889122505,,
35,5.0,30.0,56.0,0.009440118650803986,3601.8191170692444,64.4724223613739,88438.0,614.5302786078435,,
36,6.0,30.0,60.0,0.0,343.3361599445343,74.74524903297424,6273.0,624.0411452660527,,
37,7.0,30.0,57.0,6.306422488911455e-05,2817.314432859421,65.1454451084137,61927.0,574.2312575015529,,
38,8.0,30.0,54.0,0.0,591.7729258537292,61.70734119415283,5643.0,544.5616886232211,,
39,9.0,30.0,58.0,0.0,1257.3898150920868,67.1638650894165,31074.0,606.8913748510372,,
40,0.0,50.0,83.0,0.012317793346861644,3606.3651299476624,254.95526909828186,34227.0,737.807826938754,,
41,1.0,50.0,82.0,0.006484764700772421,3606.4940700531006,245.60994505882263,41359.0,782.132745434154,,
42,2.0,50.0,83.0,0.08678912635829024,3606.328827857971,250.18126106262207,47546.0,834.8585793533338,,
43,3.0,50.0,83.0,0.00808222185145571,3606.2560119628906,256.27511191368103,32850.0,792.5674786966821,,
44,4.0,50.0,90.0,0.011506454151200628,3600.9041419029236,300.68902826309204,21195.0,743.9518601105642,,
45,5.0,50.0,86.0,0.018560396138719307,3606.8026349544525,275.45266103744507,31855.0,750.4925125214359,,
46,6.0,50.0,87.0,0.010704237795588385,3601.0599370002747,278.6267170906067,24501.0,776.3559003060473,,
47,7.0,50.0,79.0,0.010640768453561773,3600.8599150180817,228.51471710205078,26580.0,750.4064242928775,,
48,8.0,50.0,91.0,0.008449612780679764,3601.0586121082306,311.1798951625824,22808.0,773.5390642632381,,
49,9.0,50.0,91.0,0.006038274709946602,3607.489301919937,309.6582679748535,12170.0,711.7359460301037,,
0,0.0,80.0,127.0,0.02797569577421049,3625.415024995804,1080.1860389709473,9214.0,974.9880635635632,,
1,1.0,80.0,125.0,0.0433334522858568,3602.9188089370728,998.534451007843,26514.0,1022.6775677105942,,
2,2.0,80.0,145.0,0.030916506145965365,3603.13579082489,1315.3597741127014,8673.0,1004.3982285949103,,
3,3.0,80.0,135.0,0.0468071865186652,3603.2680189609528,1099.3092007637024,17377.0,1075.7617764932234,,
4,4.0,80.0,135.0,0.05022012907620419,3603.46190905571,1094.1248676776886,12967.0,955.8179079766437,,
5,5.0,80.0,142.0,0.6182528569676208,3606.301878929138,1317.9980421066284,5306.0,2498.8861616399167,,
6,6.0,80.0,137.0,0.15292765349096754,3603.6527230739594,1244.786889076233,11494.0,1176.4508653490734,,
7,7.0,80.0,127.0,0.16623605111836562,3603.784583091736,1096.6836650371552,17264.0,1152.0403981922427,,
8,8.0,80.0,139.0,0.22804464758569587,3605.3066868782043,1282.0048940181732,25743.0,1266.8355509903645,,
9,9.0,80.0,138.0,0.2625661171711686,3645.450133085251,1290.235719203949,21336.0,1306.2503519158006,,
0,0.0,90.0,150.0,0.7133757151761706,3639.305468082428,1820.1816470623016,7392.0,3506.67072672394,,
1,1.0,90.0,162.0,0.05431741072129747,3606.536719083786,2128.898581981659,12155.0,1043.7872349534766,,
2,2.0,90.0,151.0,0.7141729943296322,3645.3828909397125,1788.2259199619293,15117.0,3621.1236546992213,,
3,3.0,90.0,153.0,0.22790490710459663,3604.529022216797,1904.7988982200623,2308.0,1258.427160292202,,
4,4.0,90.0,146.0,0.37260471967260156,3604.30805683136,1677.7294840812683,14795.0,1715.4677597282048,,
5,5.0,90.0,152.0,0.30589937984774995,3604.5552220344543,1856.0644490718842,3993.0,1432.663259092012,,
6,6.0,90.0,152.0,0.14148332379182113,3604.524990081787,1840.7318489551544,6473.0,1205.1060678557594,,
7,7.0,90.0,148.0,0.5532313145583108,3639.7452940940857,1702.004646062851,2330.0,2310.8877019738898,,
8,8.0,90.0,149.0,,,,,,,
9,9.0,90.0,145.0,0.11033482016971433,3637.4956290721893,1605.146134853363,10597.0,1163.057400435416,,
10,0.0,100.0,156.0,0.9870481614572554,3605.690765142441,2274.4406929016113,3156.0,88379.09933587,,
11,1.0,100.0,178.0,,,,,,,
12,2.0,100.0,163.0,0.8057985329413261,3656.724119901657,2756.9493498802185,2732.0,5492.186443381627,,
13,3.0,100.0,168.0,0.7573074645181256,3606.9933671951294,3057.8666701316833,6133.0,4222.770328108192,,
14,4.0,100.0,163.0,0.7323544746850422,3675.838287115097,2855.119390964508,3236.0,4165.323497129602,,
15,5.0,100.0,157.0,0.022245567964633315,3668.2579720020294,2546.337065219879,3824.0,1173.523214628687,,
16,6.0,100.0,163.0,,,,,,,
17,7.0,100.0,157.0,0.32288458648912505,3666.9504890441895,2349.3889968395233,2286.0,1532.51468307031,,
18,8.0,100.0,159.0,0.20088781928536012,3668.938034057617,2360.007125854492,2272.0,1352.7890111789884,,
19,9.0,100.0,164.0,0.4270516782642249,3615.7609210014343,2615.5258729457855,5700.0,1965.6320846439246,,
