,Instance,n_N,n_B,Strength,A4,Gap,Runtime,Time_Prepro,NodeCount,ObjVal,Runtime_h,ObjVal_h
49,4,20,17,True,False,8.672818591885392e-05,11.189026832580566,71.39625573158264,617.0,435.3593272251212,,
50,0,20,34,False,True,0.0,127.35034489631651,94.87993168830872,4377.0,440.3443951325309,,
51,1,20,37,False,True,0.0,134.54066514968872,120.49816346168518,7219.0,350.41462518356263,,
52,2,20,33,False,True,0.0,201.6135458946228,82.64692974090576,7092.0,415.6602592646794,,
53,3,20,40,False,True,0.0,177.807137966156,157.02345275878906,8677.0,483.0830528982204,,
54,4,20,35,False,True,0.0,83.97601985931396,101.67209696769714,2248.0,549.0838420312257,,
55,0,20,34,True,True,0.0,5.318940877914429,56.35086703300476,340.0,462.00364603077753,,
56,1,20,37,True,True,0.0,5.314368963241577,67.69010496139526,159.0,370.6513252462981,,
57,2,20,33,True,True,6.631906135189069e-08,12.035319089889526,52.22331857681274,436.0,437.78081518017206,,
58,3,20,40,True,True,5.293335874817089e-08,7.116368055343628,84.41247034072876,243.0,512.0406829719917,,
59,4,20,35,True,True,0.0,10.467428922653198,59.38462328910828,1433.0,578.0996313778868,,
60,0,30,28,False,False,0.011999266913565,3600.984904050827,201.82124400138852,217275.0,487.5319580640176,,
61,1,30,29,False,False,0.9673730305059164,3600.8981449604034,208.2855405807495,1122817.0,1177.5811195064307,,
62,2,30,28,False,False,0.995363090331616,3600.7773129940038,200.7946610450745,269258.0,978.3100101229628,,
63,3,30,30,False,False,0.0112789795039304,3601.0556950569157,224.6937863826752,321265.0,496.3342688599319,,
64,4,30,25,False,False,0.0288411643480876,3601.0464799404144,169.6699662208557,122651.0,472.9985819941322,,
65,0,30,28,True,False,3.621943051764471e-05,86.1405189037323,249.83398842811584,2357.0,499.65925550088514,,
66,1,30,29,True,False,5.825758759719175e-05,107.44871807098389,268.6574957370758,4164.0,522.4797300451389,,
67,2,30,28,True,False,3.776741218689601e-06,25.003662109375,240.4253444671631,682.0,493.1400834263628,,
68,3,30,30,True,False,5.288333985019047e-05,20.05899715423584,260.9611668586731,789.0,481.46696528008135,,
69,4,30,25,True,False,3.523005144103522e-07,33.07352089881897,214.897557258606,731.0,504.9862386058744,,
70,0,30,57,False,True,0.0,672.627170085907,682.7573990821838,3106.0,620.4903915745009,,
71,1,30,59,False,True,0.9037281566111572,3605.9286811351776,770.6704208850861,695365.0,797.7648342345199,,
72,2,30,56,False,True,0.0,201.7517318725586,652.1142656803131,3469.0,564.2782709476385,,
73,3,30,60,False,True,0.0,522.4036159515381,829.8508312702179,1147.0,624.7491655871015,,
74,4,30,50,False,True,0.0,192.6988689899445,426.9286153316498,1827.0,572.5564949965926,,
75,0,30,57,True,True,6.917485292600532e-05,87.54251003265381,277.2264003753662,955.0,638.8892551913659,,
76,1,30,59,True,True,0.0,190.71932220458984,301.676650762558,3877.0,728.6398231739258,,
77,2,30,56,True,True,4.542563035818533e-07,54.84499788284302,260.3229093551636,679.0,587.0344393861888,,
78,3,30,60,True,True,5.28878479157912e-05,79.186448097229,307.6940686702728,1083.0,663.7610258509139,,
79,4,30,50,True,True,7.385397256198734e-05,71.32299518585205,205.9033529758453,1666.0,613.0627283558778,,
80,0,50,48,False,False,,,,,,,
81,1,50,44,False,False,0.9941334105486586,3603.651631832123,992.378262758255,96762.0,1564.3263023349498,,
82,2,50,44,False,False,0.1628038007187885,3604.034693956375,1001.3199653625488,40696.0,682.4384761863307,,
83,3,50,43,False,False,0.0150969050181106,3603.533075094223,941.9446482658386,60369.0,619.5345619301149,,
84,4,50,42,False,False,0.0171896170036652,3602.867290973664,906.4949307441713,55919.0,577.0687838338958,,
85,0,50,48,True,False,4.729068748891479e-05,151.59793996810913,1196.666881084442,3849.0,585.3219511540369,,
86,1,50,44,True,False,2.908603608377812e-05,224.2733290195465,1104.9724118709564,4041.0,601.1575364280711,,
87,2,50,44,True,False,8.583128867952218e-05,724.0950219631195,988.4397435188292,39683.0,649.1230006554044,,
88,3,50,43,True,False,4.159515979119488e-05,207.7178399562836,934.879816532135,5031.0,644.0083790519762,,
89,4,50,42,True,False,0.0,249.78341102600095,990.78688788414,7935.0,587.2770612085317,,
90,0,50,97,False,True,0.0,1538.009141921997,6404.652884244919,15216.0,724.7587630848336,,
91,1,50,88,False,True,0.0,652.7336361408234,4372.460174798965,2718.0,779.47082672401,,
92,2,50,88,False,True,0.0,1589.7907259464264,4421.996954917908,15794.0,744.5345189557762,,
93,3,50,87,False,True,0.0,2885.365103006363,4215.84422492981,35854.0,826.9260758951839,,
94,4,50,85,False,True,0.0,561.0593008995056,3859.7772879600525,2213.0,690.046282029942,,
95,0,50,97,True,True,4.3598408105089434e-05,246.8566029071808,1600.605967760086,582.0,761.2933570515721,,
96,1,50,88,True,True,1.9226916070812972e-05,247.02623295783997,1256.5842697620392,2300.0,801.269036924819,,
97,2,50,88,True,True,0.0,474.26214694976807,1249.687952041626,5028.0,776.7691265576748,,
98,3,50,87,True,True,0.0,672.1194519996643,1200.1668651103973,13907.0,845.1219948608666,,
99,4,50,85,True,True,8.722300753073305e-05,125.60116696357727,1153.5724339485168,474.0,718.3174719059365,,
100,0,80,60,False,False,,,,,,,
101,1,80,62,False,False,,,,,,,
102,2,80,70,False,False,0.8307922241952739,3602.162638902664,4205.408340215683,2539.0,4482.696224531632,,
103,3,80,62,False,False,,,,,,,
104,4,80,66,False,False,,,,,,,
105,0,80,60,True,False,6.958391765697118e-05,516.4753530025482,2459.4090843200684,6240.0,720.2419945239402,,
106,1,80,62,True,False,9.477110409249838e-05,2010.940778017044,2649.4833137989044,37323.0,742.5462008957511,,
107,2,80,70,True,False,9.831923722456228e-05,2079.0875899791718,3396.8475568294525,27432.0,794.7639234372464,,
108,3,80,62,True,False,8.303432044238574e-06,3124.3633229732513,2770.0351309776306,67007.0,790.5951519801164,,
109,4,80,66,True,False,6.096410856028817e-05,1144.9367361068726,3016.785270690918,11050.0,734.5551690513104,,
110,0,80,120,False,True,0.008082790999019627,3609.7374169826508,21508.33364200592,21899.0,1049.6152978348343,,
111,1,80,125,False,True,0.03284509035587297,3615.709119081497,25647.746290922165,7642.0,996.7915228547648,,
112,2,80,140,False,True,0.4841283597809135,3750.5721549987793,40125.532285928726,2383.0,1844.2465702288696,,
113,3,80,125,False,True,0.0,2760.110337972641,25578.1749727726,5396.0,1067.5293957829779,,
114,4,80,133,False,True,0.03416852507103327,3619.1955530643463,32508.66969394684,12130.0,1074.025339152443,,
115,0,80,120,True,True,0.0,1798.7928841114044,5733.316614866257,22830.0,1071.7593733492931,,
116,1,80,125,True,True,2.7758303511185403e-05,2065.635717868805,6451.745241165161,17550.0,1005.5052809039422,,
117,2,80,140,True,True,0.01012776494888036,3645.8081119060516,8854.688817739487,33906.0,1006.7068358927531,,
118,3,80,125,True,True,2.348317997954185e-05,2353.9702019691467,6418.322220087051,34132.0,1123.669511480639,,
119,4,80,133,True,True,9.434007928665853e-05,3641.8560428619385,7701.26775932312,45825.0,1070.2225254679845,,
120,0,100,76,False,False,,,,,,,
121,1,100,85,False,False,,,,,,,
122,2,100,79,False,False,,,,,,,
123,3,100,84,False,False,,,,,,,
124,4,100,84,False,False,,,,,,,
125,0,100,76,True,False,,,,,,,
126,1,100,85,True,False,6.329439689378591e-05,1628.1811718940735,6997.250451087952,7186.0,850.4247804263764,,
127,2,100,79,True,False,9.559020279986278e-05,3111.1309208869934,6060.248971939087,24834.0,824.1968404988343,,
128,3,100,84,True,False,7.393049637750905e-05,1353.0202600955963,6846.675888776779,9712.0,781.8322438874836,,
129,4,100,84,True,False,7.709563439619204e-05,952.0069868564606,6576.182255029678,5094.0,872.6410355889544,,
130,0,100,152,False,True,0.5817808337244225,3823.45712518692,66523.40444207191,2270.0,2761.8271242592396,,
131,1,100,170,False,True,0.4753302734063286,3953.733003139496,106821.16874885559,4740.0,2222.314628259343,,
132,2,100,159,False,True,0.35489166790996735,3899.307060956955,79868.31526398659,12597.0,1742.707922650544,,
133,3,100,168,False,True,0.7607185187368148,3644.2532851696014,101874.8931210041,18837.0,4299.934973659343,,
134,4,100,168,False,True,0.2384514287561947,3970.1558640003204,100679.99095511436,20242.0,1486.4831343577923,,
135,0,100,152,True,True,7.238270755098796e-10,1979.7218809127808,15950.399652957916,5755.0,1209.8971471504203,,
136,1,100,170,True,True,2.7367158921945476e-05,2151.408077955246,21674.17370891571,11926.0,1197.514987075512,,
