,Instance,n_N,n_B,Gap,Runtime,Time_Prepro,NodeCount,ObjVal,Runtime_h,ObjVal_h
22,2.0,20.0,35.0,1.0356443300813865e-09,236.87749695777893,29.06866216659546,7828.0,427.17125948691296,,
23,3.0,20.0,38.0,0.0,140.54150199890137,34.13504409790039,2755.0,436.5514535258198,,
24,4.0,20.0,40.0,0.0,2791.4659469127655,37.436126947402954,31281.0,469.79375275520124,,
25,5.0,20.0,36.0,9.211533909607204e-08,700.8840188980103,33.81893706321716,3528.0,460.3433245045188,,
26,6.0,20.0,35.0,0.0,546.498291015625,29.97104501724243,6993.0,387.42427611861586,,
27,7.0,20.0,38.0,4.769615025415128e-07,149.64755511283875,33.951738119125366,1503.0,471.12263602508705,,
28,8.0,20.0,39.0,1.121226647352415e-07,415.34254598617554,36.36050486564636,4548.0,498.9867653439106,,
29,9.0,20.0,35.0,3.5417224332959554e-05,2066.253956079483,28.968931674957275,17996.0,412.5562752952099,,
30,0.0,30.0,52.0,2.2309565082849297e-06,314.6521439552307,106.1294629573822,4596.0,635.2375494124672,,
31,1.0,30.0,58.0,4.958253937224213e-08,2157.9483330249786,135.7595567703247,31840.0,582.1152978568974,,
32,2.0,30.0,49.0,0.0,1487.2394518852234,88.35173511505127,47270.0,587.2999094137018,,
33,3.0,30.0,54.0,0.0024259786632565483,3601.246575117111,111.41757321357727,110121.0,580.8578484320886,,
34,4.0,30.0,53.0,2.028674755051356e-07,1310.9935669898987,103.19522404670715,30330.0,569.3054453840167,,
35,5.0,30.0,56.0,0.012275090504729762,3600.263622045517,118.34962606430054,29623.0,603.4760663266597,,
36,6.0,30.0,60.0,0.0,445.18545413017273,135.2861409187317,4912.0,613.481325480354,,
37,7.0,30.0,57.0,0.01606109417019217,3601.7613158226013,119.27510499954224,37697.0,566.8984506072317,,
38,8.0,30.0,54.0,5.631835721293059e-07,1341.3824541568756,112.49723196029663,5549.0,538.4200504187437,,
39,9.0,30.0,58.0,0.009135680452239371,3601.0708951950073,124.13281583786011,18070.0,601.6552892587414,,
40,0.0,50.0,83.0,0.017727732352017835,3611.7428770065308,467.96136689186096,6816.0,728.5712898839308,,
41,1.0,50.0,82.0,0.023723638514218662,3600.9099078178406,455.5481860637665,16396.0,789.3763091801995,,
42,2.0,50.0,83.0,0.21059426629751354,3601.0627319812775,439.77202320098877,11478.0,949.5806137792486,,
43,3.0,50.0,83.0,0.006243391645908258,3605.832242012024,453.2573080062866,8909.0,786.5381109236697,,
44,4.0,50.0,90.0,0.13258724535641267,3601.1224920749664,560.5920352935791,14174.0,833.2778156104167,,
45,5.0,50.0,86.0,0.16880692226963773,3606.2941830158234,506.005982875824,15313.0,868.468914075548,,
46,6.0,50.0,87.0,0.044060754375114315,3600.997524023056,538.8138778209686,22726.0,784.2895194850491,,
47,7.0,50.0,79.0,0.01577281905147343,3605.0688359737396,477.4850170612335,5611.0,744.273814465284,,
48,8.0,50.0,91.0,0.06368935388360981,3601.1440949440002,585.9518249034882,17634.0,809.7220251871888,,
49,9.0,50.0,91.0,0.06965576821666222,3609.3076758384705,617.3272833824158,9715.0,756.3448407945652,,
50,0.0,80.0,127.0,,,,,,,
51,1.0,80.0,125.0,,,,,,,
52,2.0,80.0,145.0,,,,,,,
53,3.0,80.0,135.0,,,,,,,
54,4.0,80.0,135.0,,,,,,,
55,5.0,80.0,142.0,,,,,,,
56,6.0,80.0,137.0,,,,,,,
57,7.0,80.0,127.0,,,,,,,
58,8.0,80.0,139.0,,,,,,,
59,9.0,80.0,138.0,,,,,,,
60,0.0,90.0,150.0,,,,,,,
61,1.0,90.0,162.0,,,,,,,
62,2.0,90.0,151.0,,,,,,,
63,3.0,90.0,153.0,,,,,,,
64,4.0,90.0,146.0,,,,,,,
65,5.0,90.0,152.0,,,,,,,
66,6.0,90.0,152.0,,,,,,,
67,7.0,90.0,148.0,,,,,,,
68,8.0,90.0,149.0,,,,,,,
69,9.0,90.0,145.0,,,,,,,
